,user_id,track_id,track_name,artist_name,rating
33,2mroJNWd7Omg702Y8ZSjHp,7yuqCHZJkE4A63OBtMLm1h,Into You,"Incognito, Cherri V",3
34,2mroJNWd7Omg702Y8ZSjHp,3U3J5v3rkx89WnFEQvAJD5,FIGURES,Jessie Reyez,2
35,2mroJNWd7Omg702Y8ZSjHp,1BU4UEHkYl54eOwCfdWGa5,Kembalikanku,Teddy Adhitya,3
36,2mroJNWd7Omg702Y8ZSjHp,008Uv4QCo9BSdntsC6oXxU,Not Today Not Tomorrow,Mea Shahira,2
37,2mroJNWd7Omg702Y8ZSjHp,73O8kVxE8Ipkd3JWCVEWGe,Masuk Angin,ArumtaLa,5
38,2mroJNWd7Omg702Y8ZSjHp,4uyjk95qGXbQCBFfMqpul5,Niscaya,Bilal Indrajaya,4
39,2mroJNWd7Omg702Y8ZSjHp,3d6BjQ0QOLTzuKoOQbeGgG,Satu-Satu,Idgitaf,3
40,2mroJNWd7Omg702Y8ZSjHp,6FWNNt0FE2CWSY5U5x4crE,Sunday Morning,The Main Squeeze,3
41,2mroJNWd7Omg702Y8ZSjHp,4dtmj7X21gunWoQf98hW5L,W.H.U.T,Aisha Retno,4
42,2mroJNWd7Omg702Y8ZSjHp,5AkV53fo1u01mi8r22JNeF,I Just Couldn't Save You Tonight - Story of Kale - Original Motion Picture Soundtrack,"Ardhito Pramono, Aurélie",3
43,2mroJNWd7Omg702Y8ZSjHp,3dFgDFCa5oIutS8kdLmFbZ,Peneman Malam Sepi,OKAAY,1
44,2mroJNWd7Omg702Y8ZSjHp,6kmXHLDDK7RQXTjHooTCzH,Iced Tea,"Joyce Wrice, KAYTRANADA",1
45,2mroJNWd7Omg702Y8ZSjHp,6VVOIPz92VHYMJogOglYig,Moonlight,92914,4
46,2mroJNWd7Omg702Y8ZSjHp,4IDuBhS4HLQh2vg83pk6Rj,Okinawa,92914,3
47,2mroJNWd7Omg702Y8ZSjHp,19Cju67oOjjRqe8KXv0bYZ,Koh,92914,3
48,2mroJNWd7Omg702Y8ZSjHp,6NdsWOeH7j7Bz92RfvBxAS,Kita Berangkat Saja Dulu,"Ananda Badudu, Monita Tahalea",1
49,2mroJNWd7Omg702Y8ZSjHp,3pkC5uoScN5dMz0Gr662Xj,Hiruplah Hidup,Ananda Badudu,4
50,2mroJNWd7Omg702Y8ZSjHp,6jeP9JMozdxrVzvVXp6FKj,Still Broke (feat. Keyon Harrold),"Samm Henshaw, Keyon Harrold",2
51,2mroJNWd7Omg702Y8ZSjHp,5PUWdSURtMgY7onyhYCY4I,Ingatlah Hari Ini,Project Pop,1
52,2mroJNWd7Omg702Y8ZSjHp,1b92m4IM7WIu0Q4hfGCSpz,Siladen,"Dua Empat, Marini Nainggolan",3
53,2mroJNWd7Omg702Y8ZSjHp,06vu8fZlTlL7okvLGzhr47,Something About You,Brian Simpson,3
54,2mroJNWd7Omg702Y8ZSjHp,7p3AeUfrHFKdBuyVTXwXKW,Little Paradise,Eliane Elias,3
55,2mroJNWd7Omg702Y8ZSjHp,0XHlEoxpLnJujKfD7SP1fJ,Be Your Lucky Number (feat. Peter Gunz),"Kennedy Administration, Peter Gunz",1
56,2mroJNWd7Omg702Y8ZSjHp,6xeqCawPZngDVqw2W2aGaR,Kembali Pulang,"Suara Kayu, Feby Putri",5
57,2mroJNWd7Omg702Y8ZSjHp,57S5BHScJunq9w9Z5Aa0Df,pizza pepperoni,Rahmania Astrini,4
58,2mroJNWd7Omg702Y8ZSjHp,2OR7r1675nvLeiRYQZFpSN,Um Pouco Mais de Sim,Thiago Genthil,3
59,2mroJNWd7Omg702Y8ZSjHp,60jaK7exhs5r8NhKA8a1u0,Kekagumanku,KSP BAND,4
60,2mroJNWd7Omg702Y8ZSjHp,12jPuzLYhhlU3VmFNdZtZZ,Rindu Ini,Warna,1
61,2mroJNWd7Omg702Y8ZSjHp,3Ts3Q1wZ77oiUQo15cbsde,Yang Tercinta,"Romantic Echoes, Noh Salleh, Bilal Indrajaya",5
62,2mroJNWd7Omg702Y8ZSjHp,18yB706oqHvZ19LURx7FoX,My Heart and Soul,Michael Paulo,3
63,2mroJNWd7Omg702Y8ZSjHp,5fPKvoRFdakcUuj65ZDJ05,Cruisin' La Cresta,Michael Paulo,5
64,2mroJNWd7Omg702Y8ZSjHp,0K6pSQ1hwpkIi73on3rqJ6,Elephants On Ice Skates,Brian Bromberg,4
65,2mroJNWd7Omg702Y8ZSjHp,4HsaDJlUJwOF0hhYuhCzSA,I Say A Little Prayer,"Paul Brown, Lina",3
66,2mroJNWd7Omg702Y8ZSjHp,5TmzFJuD6XWEHjicjCQIAS,Fly Me to the Moon,Gary Anthony,2
67,2mroJNWd7Omg702Y8ZSjHp,6z6DVKDc11TLiqzzSaATHC,Angel Dust,Casté,3
68,2mroJNWd7Omg702Y8ZSjHp,5Oh603O15GmSZ5M6yRHXAI,Funkiando,"Cuarteto Oriental, Hugo Fattoruso, Leo Amuedo, Daniel Maza, Fabián Miodownik",1
69,2mroJNWd7Omg702Y8ZSjHp,09VyrDoKfZPyihWVobpqIh,Never Asked For,"Barry Likumahuwa, Farrel Hilal",3
70,2mroJNWd7Omg702Y8ZSjHp,17zTRYv2CqKPEzWMsc4DNj,Di Badai Topan Dunia,"Barry Likumahuwa, Albert Fakdawer, Ray Monte",1
71,2mroJNWd7Omg702Y8ZSjHp,7MAbJyfSU1iJap18CDSaOb,What's It Gonna Be,Rebecca Jade,2
72,2mroJNWd7Omg702Y8ZSjHp,5p054KMIDBxXtaVfkW1kCc,Winter Dandelion,rimaraay,1
73,2mroJNWd7Omg702Y8ZSjHp,2ex3DDPkYFvwi4UHTwI1j8,Bitterlove (Live at Jakarta International Java Jazz Festival 2020) (feat. Ron King Big Band),"Ardhito Pramono, Ron King Big Band",2
74,2mroJNWd7Omg702Y8ZSjHp,0vtnYQ2A6o2fuEWim7DRYy,Heaven,"Rafi Sudirman, MALIQ & D'Essentials",1
75,2mroJNWd7Omg702Y8ZSjHp,3jvLBjqofGUGZY2nFHtvK4,My Bass,"Brian Bromberg, Jeff Lorber, Lee Ritenour, Kirk Whalum, Ernie Watts, Everette Harp, Ivan Lins, Toots Theilemans, Kenny Rankin, Bill Cantos",3
76,2mroJNWd7Omg702Y8ZSjHp,3IGPoMUqlbDvM2hVQFhWzF,Mengapa Baru Sekarang?,"Hivi!, Gerald Situmorang, Ify Alyssa, Sri Hanuraga",5
77,2mroJNWd7Omg702Y8ZSjHp,2dxKemjcIoCFEHWYpBwhOI,Indecisive,Alex Teh,5
78,2mroJNWd7Omg702Y8ZSjHp,0ixJFButINCrvvrflmG0J8,To All The Girls I've Loved Before,"Andre Hehanussa, Julio Iglesias",3
79,2mroJNWd7Omg702Y8ZSjHp,0QGKkVhjXEt4WebeQorhlz,24 Moments,"Barry Likumahuwa, The Rhythm Service",4
80,2mroJNWd7Omg702Y8ZSjHp,2CWijPt1iUEgNEiRtcrczy,Ribbon in the Sky,"Darryl Walker, Richard Elliot",3
81,2mroJNWd7Omg702Y8ZSjHp,5aFLZngUBH4BurqG2IVWWT,A Home is Not a Place,Dreane,3
82,2mroJNWd7Omg702Y8ZSjHp,0LPBgrq4zaPf07gq2sdS5a,Dear Dream,"Lyodra, Di Atas Rata-Rata, Erwin Gutawa, Gita Gutawa",5
83,2mroJNWd7Omg702Y8ZSjHp,4qqh2wEYxKKxs60FRgYnHs,Playground,Fusion Stuff,1
84,2mroJNWd7Omg702Y8ZSjHp,72MEldEAmz3WMJ2MkII3kP,Sesaat Kau Hadir,Gery Gany,5
85,2mroJNWd7Omg702Y8ZSjHp,1eExQTiUNEebv4Jz8nEK3y,Titik Awal,Indro Hardjodikoro,3
86,2mroJNWd7Omg702Y8ZSjHp,4uqqDxaGmpUnUWDWurzLO9,Beautiful Day,"Keyon Harrold, PJ Morton",2
87,2mroJNWd7Omg702Y8ZSjHp,1FHrnxc2B44i4BxEKhiPGX,Gelas Ke 3,Laidthis Nite,3
88,2mroJNWd7Omg702Y8ZSjHp,3SN6faSb9HjiOJI0ZQFuWP,Tunggu Apa Lagi,Lalahuta,5
89,2mroJNWd7Omg702Y8ZSjHp,1WS4gL6sXWZ832B2SKYMq2,Pergi Untuk Kembali,Marcello Tahitoe,2
90,2mroJNWd7Omg702Y8ZSjHp,5my3W0CKAb8kb6Z2Z7NjGx,You Should Know,Mezzaluna,4
91,2mroJNWd7Omg702Y8ZSjHp,0rk3F1mm2Yrvh4zSrNpa0J,On the Night Like This,Mocca,1
92,2mroJNWd7Omg702Y8ZSjHp,4VqjN6MoZ5MPuVkeQKHs3Y,Forever Last,"Natasya Elvira, Ardhito Pramono",3
93,2mroJNWd7Omg702Y8ZSjHp,7CYIHWobWXHQlYTUzraolg,Someone Is You - Instrumental Version,Rio Moreno,3
94,2mroJNWd7Omg702Y8ZSjHp,4AfhlJghKIWkXa8sfFEXVd,Bunga Hati,Salma Salsabil,4
95,2mroJNWd7Omg702Y8ZSjHp,0heY4hxgRs6s1wrMtrS3YJ,Tak Pernah Padam,Sandhy Sondoro,4
96,2mroJNWd7Omg702Y8ZSjHp,7HL4OAOuAdjgnfvaLy7iYJ,Morning Song,Randy Brecker,4
97,2mroJNWd7Omg702Y8ZSjHp,3FAclTFfvUuQYnEsptbK8w,Back To Black,Amy Winehouse,4
98,2mroJNWd7Omg702Y8ZSjHp,6VmfI8TnfhrFHqImmvubvZ,Menghujam Jantungku,Tompi,4
99,2mroJNWd7Omg702Y8ZSjHp,2JuOG0II2bA1JJtoX1PZAV,Warnailah,Warna,3
100,2EGlj3chaVVKQCiyeJ3OgD,1lZ0Dzo8LotsaiqonvPYGM,Sleep With the Moon (Rainy Mood Light),Martin Czerny,5
101,2EGlj3chaVVKQCiyeJ3OgD,4JOfU27O8PEMs4vu7em49i,Universo (Sunday Mornings),Martin Czerny,2
102,2EGlj3chaVVKQCiyeJ3OgD,7lEcvfEtO7UaKjWImDYMOl,Sleeping Rain Song,Piano Peace,3
103,2EGlj3chaVVKQCiyeJ3OgD,350HVyqwrosvxCT2LtrOQi,Just Because (Sunday Mornings),Martin Czerny,1
104,2EGlj3chaVVKQCiyeJ3OgD,3s1oPkV0JwREt0m50bSWtC,City Lights (With Rain),Piano Peace,1
105,2EGlj3chaVVKQCiyeJ3OgD,0jtj1IYbNS5SOBRUQE5iLL,Sunflower Rise (Sunday Mornings),Martin Czerny,1
106,2EGlj3chaVVKQCiyeJ3OgD,0XJ8LRnSwBy37G0NdXsEr5,Tidal Flow (Rainy Mood Light),Martin Czerny,4
107,2EGlj3chaVVKQCiyeJ3OgD,0x7HW5rz5DOxXBAFAcw8ur,Lullaby of Nature,Deep Sleep Relaxation,3
108,2EGlj3chaVVKQCiyeJ3OgD,77kGbSdhyQmftjjPOBoe2o,Paris in the Rain,Piano Peace,5
109,2EGlj3chaVVKQCiyeJ3OgD,10K7AXQjTeu18MAB1F07dW,Before I Sleep (Rainy Mood),Martin Czerny,3
110,7iuS27lUlnJ5N6tDpTXUHt,1CCGBDcSx58GfzAVYA5pAW,I Can Wait Forever,Air Supply,1
111,7iuS27lUlnJ5N6tDpTXUHt,5In7xBveNACCRX2uWNoPuW,I Don't Have the Heart,James Ingram,3
112,7iuS27lUlnJ5N6tDpTXUHt,2V2pxcEfn5zs79sE7qcewA,Now And Forever,Richard Marx,1
113,7iuS27lUlnJ5N6tDpTXUHt,52wbWBHEdMoGwO0zBo9FLS,Somewhere Somehow,"Michael W. Smith, Amy Grant",3
114,7iuS27lUlnJ5N6tDpTXUHt,0Hb2lKzzpKK4VxwER1fF25,It's My Turn,Diana Ross,1
115,7iuS27lUlnJ5N6tDpTXUHt,78JPL7uIfs6Imm57r1QETk,You Must Love Me,Madonna,4
116,7iuS27lUlnJ5N6tDpTXUHt,36lkJSDyMEZoWTqtRj8Q8q,You're the Inspiration - 2006 Remaster,Chicago,4
117,7iuS27lUlnJ5N6tDpTXUHt,2NLpJyhdn1WMgLZWgOTnLp,Exchange of Hearts,David Slater,4
118,7iuS27lUlnJ5N6tDpTXUHt,4TIkesxpN5caX6XpsiirnH,If Ever You're in My Arms Again,Peabo Bryson,3
119,7iuS27lUlnJ5N6tDpTXUHt,3CO19cTl5zzlWx9GWEpOhD,I Will Be Here For You,Michael W. Smith,3
120,7iuS27lUlnJ5N6tDpTXUHt,0s5foteQsQsBskBZMrExLO,"I Know Him So Well - from ""Chess""","Whitney Houston, Cissy Houston",3
121,7iuS27lUlnJ5N6tDpTXUHt,7LSjBrPCllKqroaxhJ0Gda,Up Where We Belong,The Romancers,4
122,7iuS27lUlnJ5N6tDpTXUHt,1eyq8cjUQ2daFthW2PC2GM,Glory of Love,Peter Cetera,1
123,7iuS27lUlnJ5N6tDpTXUHt,4yRUjOBsj0cpjabtum0fML,Save The Best For Last,Vanessa Williams,4
124,7iuS27lUlnJ5N6tDpTXUHt,45XCemfNzdzUfB3lU1xKNL,More Than You'll Ever Know,Michael Ruff,5
125,7iuS27lUlnJ5N6tDpTXUHt,3N6xYPQPWM9Z9uz44nfctd,My Love Is Here (feat. Roch Voisine),"Jim Brickman, Roch Voisine",1
126,7iuS27lUlnJ5N6tDpTXUHt,2yx6DUrIIGXSAwrvfBrTKQ,Ever Since the World Began,Survivor,1
127,7iuS27lUlnJ5N6tDpTXUHt,367dmPOxuMP8FsrZHenNnq,That's What Love Is For,Amy Grant,4
128,7iuS27lUlnJ5N6tDpTXUHt,1dbt3sOwRmUOLfQZSpSz9O,Truly,Lionel Richie,5
129,7iuS27lUlnJ5N6tDpTXUHt,1kggdmgYBVnPZVrZonHcBU,Still,Commodores,3
130,7iuS27lUlnJ5N6tDpTXUHt,07Cs882pDSCuggekDdmw4K,Broken Hearted Me,Anne Murray,5
131,7iuS27lUlnJ5N6tDpTXUHt,4lsEHglVsLzILTDQ3CNESV,All for Love,Rod Stewart,1
132,7iuS27lUlnJ5N6tDpTXUHt,092B6xtxQvvnlFjuCY6r46,Never Thought (That I Could Love),Dan Hill,2
133,7iuS27lUlnJ5N6tDpTXUHt,0k5FImYICAJ0WuW2Bk6bPf,"Through the Eyes of Love (Theme from the Motion Picture ""Ice Castles"")",Melissa Manchester,2
134,7iuS27lUlnJ5N6tDpTXUHt,2y0aNlJjaOWP0KKHyKtxyy,Calling Your Name Again,Richard Carpenter,3
135,7iuS27lUlnJ5N6tDpTXUHt,2NT2E1VmcgjdnbLvjQchP7,Be My Number Two,Joe Jackson,3
136,7iuS27lUlnJ5N6tDpTXUHt,3FUJGbUvwM8IooDXaY8mN1,The Best of Me,David Foster,3
137,7iuS27lUlnJ5N6tDpTXUHt,5K2BiV49DGFZDO9UvwkNND,I Fall All over Again,Dan Hill,4
138,7iuS27lUlnJ5N6tDpTXUHt,7sXVQiR37Yu8fkU4qdVF0l,A Long And Lasting Love,Jennylyn Mercado,3
139,7iuS27lUlnJ5N6tDpTXUHt,06Bby5F2R1sVBggPrSH0xr,Somewhere Down The Road,Barry Manilow,2
140,7iuS27lUlnJ5N6tDpTXUHt,1mHPzT6ggN9W8XcNe1B8uk,Mind Over Matters of the Heart,Ronna Reeves,2
141,7iuS27lUlnJ5N6tDpTXUHt,6zzkMGtZhYXxhUO8fGuAoo,I've Never Been To Me,Charlene,5
142,7iuS27lUlnJ5N6tDpTXUHt,28Rqw9qd1J4DUtiD5F80mz,Somewhere out There,The LA Love Song Studio,2
143,7iuS27lUlnJ5N6tDpTXUHt,4KHRYJKDSpQgmUUATnLURO,I Just Fall In Love Again,Anne Murray,3
144,7iuS27lUlnJ5N6tDpTXUHt,0ecWnhvg6RRZ52uVULQf00,Almost Over You,Sheena Easton,2
145,7iuS27lUlnJ5N6tDpTXUHt,4x9y3JSvsjBTbm4uEnBrdT,Don't Know Much (with Aaron Neville),"Linda Ronstadt, Aaron Neville",3
146,7iuS27lUlnJ5N6tDpTXUHt,709znSutWha3sQdPgdSO00,Where Do Broken Hearts Go,Whitney Houston,1
147,7iuS27lUlnJ5N6tDpTXUHt,4DnzD0WEiffpsmj5iiT3XU,Endless Love,"Lionel Richie, Diana Ross",5
148,7iuS27lUlnJ5N6tDpTXUHt,0Q5xAvR1pqdq9Iz0UaARuY,Someone Who Believes in You,Russell Hitchcock,2
149,7iuS27lUlnJ5N6tDpTXUHt,0YGdhRuBLS9lp5RPKLBQQZ,The One That You Love - Remastered,Air Supply,2
150,7iuS27lUlnJ5N6tDpTXUHt,3nPuiyquRnUIiJ87VFNHEt,We've Got Tonight,"Lulu, Ronan Keating",3
151,7iuS27lUlnJ5N6tDpTXUHt,3549krhOebPMbTaSIroyGc,For the First Time,Kenny Loggins,3
152,7iuS27lUlnJ5N6tDpTXUHt,5UvZwaeqSPR2B6zH4bxVEG,I Will Take You Forever,"Kris Lawrence, Denise Laurel",5
153,7iuS27lUlnJ5N6tDpTXUHt,0mqTcM8kuu2IYPotMt7AzS,Make You Feel My Love,Adele,3
154,7iuS27lUlnJ5N6tDpTXUHt,48eiLW57CqSmCYNZRM2J8M,From a Distance,Bette Midler,2
155,7iuS27lUlnJ5N6tDpTXUHt,2FxgkPhG9EItAXzbNsnMhx,Say You'll Never Go,Erik Santos,2
156,7iuS27lUlnJ5N6tDpTXUHt,6IroxjN6zHbXyzS57xMo4Z,Thank You For Loving Me,Bon Jovi,2
157,7iuS27lUlnJ5N6tDpTXUHt,3VWNwd48T1J9VR7cpcx4s1,One Friend,Dan Seals,5
158,7iuS27lUlnJ5N6tDpTXUHt,1f0PoePtehWJHFc8scin6I,Love of My Life (feat. Michael W. Smith),"Jim Brickman, Michael W. Smith",5
159,7iuS27lUlnJ5N6tDpTXUHt,58ZLtPVLgC6P52eUar82Gn,Someone That I Used To Love,Natalie Cole,4
160,7iuS27lUlnJ5N6tDpTXUHt,0q3WlFLE7ELbO8tUG7pE2B,What Matters Most,Kenny Rankin,3
161,7iuS27lUlnJ5N6tDpTXUHt,7zSDDsIlks515d0tZGM64x,The Next Time I Fall (with Amy Grant),"Peter Cetera, Amy Grant",3
162,7iuS27lUlnJ5N6tDpTXUHt,6yad17tP86typBA1HUsYjM,Climb Every Mountain - The Voice Performance,Jordan Smith,5
163,7iuS27lUlnJ5N6tDpTXUHt,76qB2ZEZlEJAMqMqUjKusp,(Everything I Do) I Do It For You,Bryan Adams,4
164,7iuS27lUlnJ5N6tDpTXUHt,5bF4W7uWIcEdt4Z5TZXTF6,I Cant Make You Love Me,Lauren Cresswell,3
165,7iuS27lUlnJ5N6tDpTXUHt,5fRTUCS48zwiGai2Ku8gSg,These Dreams,Heart,2
166,7iuS27lUlnJ5N6tDpTXUHt,55wl56WlKI85UBNZoFxe9P,Just When I Needed You Most,Randy VanWarmer,3
167,7iuS27lUlnJ5N6tDpTXUHt,5zpYTfWIuNXCFblRIescG1,Hard to Say I'm Sorry / Get Away - 2009 Remaster,Chicago,1
168,7iuS27lUlnJ5N6tDpTXUHt,7sJMvQOkYs6u3vMQUYvVoK,After All (Love Theme From Chances Are),"Cher, Peter Cetera",4
169,7iuS27lUlnJ5N6tDpTXUHt,6t3AWR3OsMKJGLc5ti1FoM,Just as I Am,Air Supply,1
170,7iuS27lUlnJ5N6tDpTXUHt,4LFwNJWoj74Yd71fIr1W8x,Right Here Waiting,Richard Marx,2
171,7iuS27lUlnJ5N6tDpTXUHt,5d7qybaD4ZUmHNSDHmdX9x,A Long And Lasting Love,Crystal Gayle,1
172,7iuS27lUlnJ5N6tDpTXUHt,6HPLeKiNm92RbykX2BDTUB,Stuck On You,Lionel Richie,4
173,7iuS27lUlnJ5N6tDpTXUHt,5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,REO Speedwagon,3
174,7iuS27lUlnJ5N6tDpTXUHt,6enNlkc6f0CaaVg2nfGt2k,Starting Over Again,Janice Javier,5
175,7iuS27lUlnJ5N6tDpTXUHt,22lpuZ2ZvLtLAwrvu8xgit,Parting Time,Rockstar,3
176,7iuS27lUlnJ5N6tDpTXUHt,78dUzv1Vq50LP8zrLKvH7o,Forever,Kenny Loggins,5
177,7iuS27lUlnJ5N6tDpTXUHt,36Wuol1rrkAXHxd5AIRWPM,I Love You Always Forever,Marion Aunor,2
178,7iuS27lUlnJ5N6tDpTXUHt,0bN5xQD1krvZNn8bsiWfVb,Nothing's Gonna Stop Us Now (Theme from Crazy Beautiful You),"Daniel Padilla, Morissette",4
179,7iuS27lUlnJ5N6tDpTXUHt,4Gmkqn3V7IMTkOmmiX7cbb,On Bended Knee,Boyz II Men,1
180,7iuS27lUlnJ5N6tDpTXUHt,0wS1JPqGgjWFKbCop8SvYI,Miss You Like Crazy,Natalie Cole,4
181,7iuS27lUlnJ5N6tDpTXUHt,5hRErulkuk6uDt8fRZOlog,All My Life,K-Ci & JoJo,1
182,7iuS27lUlnJ5N6tDpTXUHt,6lf1UPrmgF1lEWybjHw62g,In My Dreams,REO Speedwagon,2
183,7iuS27lUlnJ5N6tDpTXUHt,4E0lSJ6c5unoku9UIZoJSl,Dust in the Wind,Kansas,2
184,7iuS27lUlnJ5N6tDpTXUHt,0VZ9xPNa6ROafP6GYYuv2S,Marry Me,Train,3
185,7iuS27lUlnJ5N6tDpTXUHt,7DsS5UNK9OVrrQ9A4KGA5P,New Days - Radio Version,Asher Lane,2
186,7iuS27lUlnJ5N6tDpTXUHt,6GaeUUbi5nDhYm5ajgdIpr,You'll Be In My Heart,Phil Collins,2
187,7iuS27lUlnJ5N6tDpTXUHt,5Iw2i6Cs2pE7legT0SWtZ7,If You Asked Me To,Céline Dion,3
188,7iuS27lUlnJ5N6tDpTXUHt,2JZfTvWWtpaE8NohqRXqFr,With Or Without You,U2,5
189,7iuS27lUlnJ5N6tDpTXUHt,6Nq8YtPAHuL1outooeiFde,All Out of Love,Air Supply,3
190,7iuS27lUlnJ5N6tDpTXUHt,622nEHkm52E6ijVShcea9f,Tonight I Celebrate My Love,"Peabo Bryson, Roberta Flack",1
191,7iuS27lUlnJ5N6tDpTXUHt,17VegeBoHvMlIByrdu64KR,Your Song,Elton John,4
192,7iuS27lUlnJ5N6tDpTXUHt,2pM15qcmuGUPslSRsvvm7v,I’ll Make Love To You,Boyz II Men,4
193,7iuS27lUlnJ5N6tDpTXUHt,1JZZkORheU1RpGqJdZ77WL,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,3
194,7iuS27lUlnJ5N6tDpTXUHt,7udHOd6OUjUIhSjpTo4cl4,Firefly,Ed Sheeran,2
195,7iuS27lUlnJ5N6tDpTXUHt,0IF7bHzCXCZoKNog5vBC4g,Wherever You Will Go,Charlene Soraia,3
196,7iuS27lUlnJ5N6tDpTXUHt,2ndVw0jBHQzQ47PweEWPK3,One Night (Una Noche),The Corrs,1
197,7iuS27lUlnJ5N6tDpTXUHt,3cflKYvbpuih1EKvgREcEg,Everything I Own,Bread,2
198,7iuS27lUlnJ5N6tDpTXUHt,4IRyKvEUCQ8JlTsZo0eXCc,I Can't Find The Words To Say Goodbye,Billy Dean,1
199,7iuS27lUlnJ5N6tDpTXUHt,5x0rQU3Bd0ZlH2OiIvZQFz,No Matter What,Boyzone,3
200,7iuS27lUlnJ5N6tDpTXUHt,4VIpspaQ1frWWzTj8suyHR,Torn Between Two Lovers,Mary MacGregor,2
201,7iuS27lUlnJ5N6tDpTXUHt,4NupyFIHhuiSZ9t5zWYzDt,This Girl (Has Turned into a Woman),Mary MacGregor,2
